,monthly_listeners,listener_pct_change,monthly_spins,spins_pct_change,followers_insta,av_post_likes_insta,av_post_comments_insta,av_post_views_insta,followers_tiktok,av_post_likes_tiktok,av_post_comments_tiktok,av_post_views_tiktok,followers_youtube,av_post_likes_youtube,av_post_comments_youtube,av_post_views_youtube,Artist_ID,Unnamed: 0.1,Sentiment_Neutral,TweetSentiment_Positive,TweetSentiment_Negative
2021-07-05,18582633.0,0.0,427.0,0.0,,,,,,,,,,,,,177.0,,,,
2021-07-06,18533827.0,-0.002626430818496,424.0,-0.0070257611241217,,,,,,,,,,,,,177.0,,,,
2021-07-07,18533827.0,0.0,460.0,0.0849056603773585,,,,,,,,,,,,,177.0,,,,
2021-07-08,18546417.0,0.0006792984524999,416.0,-0.0956521739130434,,,,,,,,,,,,,177.0,,,,
2021-07-09,18629353.0,0.0044718071420479,457.0,0.0985576923076922,,,,,,,,,,,,,177.0,,,,
2021-07-10,18629353.0,0.0,473.0,0.0350109409190371,,,,,,,,,,,,,177.0,0.0,0.0,1.0,0.0
2021-07-11,18978535.0,0.0187436461158903,410.0,-0.1331923890063424,,,,,,,,,,,,,177.0,,,,
2021-07-12,18978535.0,0.0,422.0,0.0292682926829268,,,,,,,,,,,,,177.0,,,,
2021-07-13,19262646.0,0.0149701228256027,442.0,0.04739336492891,,,,,,,,,,,,,177.0,,,,
2021-07-14,19391801.0,0.0067049459352572,472.0,0.0678733031674208,,,,,,,,,,,,,177.0,,,,
2021-07-15,19504759.0,0.0058250391492775,466.0,-0.0127118644067796,,,,,,,,,,,,,177.0,,,,
2021-07-16,19504759.0,0.0,453.0,-0.0278969957081545,,,,,,,,,,,,,177.0,,,,
2021-07-17,19674391.0,0.0086969544202006,494.0,0.0905077262693156,,,,,,,,,,,,,177.0,,,,
2021-07-18,19674391.0,0.0,458.0,-0.0728744939271255,,,,,,,,,,,,,177.0,,,,
2021-07-19,19779969.0,0.0053662652124784,471.0,0.0283842794759825,,,,,,,,,,,,,177.0,,,,
2021-07-20,19779969.0,0.0,416.0,-0.1167728237791931,,,,,,,,,,,,,177.0,,,,
2021-07-21,19954414.0,0.0088192757026059,414.0,-0.0048076923076922,,,,,,,,,,,,,177.0,,,,
2021-07-22,20068183.0,0.005701445304282,488.0,0.1787439613526569,,,,,,,,,,,,,177.0,,,,
2021-07-23,20011355.0,-0.0028317461526038,491.0,0.0061475409836064,,,,,,,,,,,,,177.0,,,,
2021-07-24,20189828.0,0.0089185864725302,513.0,0.044806517311609,,,,,,,,,,,,,177.0,3.0,0.0,2.0,0.0
2021-07-25,20189828.0,0.0,490.0,-0.0448343079922027,,,,,,,,,,,,,177.0,3.0,0.0,1.0,0.0
2021-07-26,20251828.0,0.0030708533029601,482.0,-0.0163265306122448,,,,,,,,,,,,,177.0,,,,
2021-07-27,20251828.0,0.0,468.0,-0.0290456431535269,,,,,,,,,,,,,177.0,,,,
2021-07-28,20422911.0,0.0084477806151621,493.0,0.0534188034188034,,,,,,,,,,,,,177.0,,,,
2021-07-29,20422911.0,0.0,481.0,-0.0243407707910751,,,,,,,,,,,,,177.0,4.0,0.0,1.0,0.0
2021-07-30,20492341.0,0.0033996133068394,444.0,-0.0769230769230768,,,,,,,,,,,,,177.0,,,,
2021-07-31,20422911.0,-0.0033880950936742,524.0,0.1801801801801801,,,,,,,,,,,,,177.0,,,,
2021-08-01,20637333.0,0.0104990909474167,485.0,-0.0744274809160305,,,,,,,,,,,,,177.0,,,,
2021-08-02,20637333.0,0.0,504.0,0.0391752577319588,,,,,,,,,,,,,177.0,5.0,0.0,1.0,0.0
2021-08-03,20637333.0,0.0,470.0,-0.0674603174603174,,,,,,,,,,,,,177.0,13.0,0.0,1.0,1.0
2021-08-04,20637333.0,0.0,447.0,-0.0489361702127659,,,,,,,,,,,,,177.0,17.0,0.0,2.0,0.0
2021-08-05,20809525.0,0.0083437137928625,470.0,0.0514541387024609,,,,,,,,,,,,,177.0,46.0,0.0,2.0,2.0
2021-08-06,20849160.0,0.0019046566416101,525.0,0.1170212765957445,,,,,,,,,,,,,177.0,,,,
2021-08-07,20869695.0,0.0009849317670351,474.0,-0.0971428571428572,,,,,,,,,,,,,177.0,14.0,0.0,1.0,0.0
2021-08-08,20703888.0,-0.0079448693428437,508.0,0.0717299578059071,,,,,,,,,,,,,177.0,,,,
2021-08-09,20592543.0,-0.0053779753831744,462.0,-0.0905511811023621,,,,,,,,,,,,,177.0,,,,
2021-08-10,20592543.0,0.0,431.0,-0.0670995670995671,,,,,,,,,,,,,177.0,15.0,0.0,1.0,0.0
2021-08-11,20507804.0,-0.0041150332914201,462.0,0.0719257540603248,,,,,,,,,,,,,177.0,33.0,0.0,2.0,0.0
2021-08-12,20507804.0,0.0,512.0,0.1082251082251082,,,,,,,,,,,,,177.0,,,,
2021-08-13,20458919.0,-0.0023837267022837,460.0,-0.1015625,,,,,,,,,,,,,177.0,,,,
2021-08-14,20298008.0,-0.0078650783064344,480.0,0.0434782608695651,,,,,,,,,,,,,177.0,,,,
2021-08-15,20298008.0,0.0,448.0,-0.0666666666666666,,,,,,,,,,,,,177.0,,,,
2021-08-16,20298008.0,0.0,472.0,0.0535714285714286,,,,,,,,,,,,,177.0,,,,
2021-08-17,20268128.0,-0.0014720656332385,442.0,-0.0635593220338983,,,,,,,,,,,,,177.0,,,,
2021-08-18,20268128.0,0.0,500.0,0.1312217194570135,,,,,,,,,,,,,177.0,,,,
2021-08-19,20234189.0,-0.0016745009701931,390.0,-0.2199999999999999,,,,,,,,,,,,,177.0,,,,
2021-08-21,20194733.0,-0.0019499669593874,491.0,0.0536480686695279,,,,,,,,,,,,,177.0,18.0,0.0,1.0,0.0
2021-08-22,20168463.0,-0.0013008342323713,472.0,-0.0386965376782076,,,,,,,,,,,,,177.0,,,,
2021-08-23,20168463.0,0.0,416.0,-0.1186440677966101,,,,,,,,,,,,,177.0,,,,
2021-08-24,20088546.0,-0.0039624734914108,475.0,0.1418269230769231,,,,,,,,,,,,,177.0,,,,
2021-08-25,20088546.0,0.0,438.0,-0.0778947368421052,,,,,,,,,,,,,177.0,,,,
2021-08-26,20088546.0,0.0,456.0,0.0410958904109588,,,,,,,,,,,,,177.0,,,,
2021-08-27,20065251.0,-0.0011596160319418,468.0,0.0263157894736842,,,,,,,,,,,,,177.0,,,,
2021-08-28,20065251.0,0.0,529.0,0.1303418803418803,,,,,,,,,,,,,177.0,,,,
2021-08-29,19985260.0,-0.0039865437018455,452.0,-0.1455576559546313,,,,,,,,,,,,,177.0,,,,
2021-08-30,19985260.0,0.0,441.0,-0.0243362831858406,,,,,,,,,,,,,177.0,,,,
2021-08-31,19985260.0,0.0,496.0,0.1247165532879819,,,,,,,,,,,,,177.0,,,,
2021-09-01,19985260.0,0.0,441.0,-0.1108870967741935,,,,,,,,,,,,,177.0,,,,
2021-09-02,19847326.0,-0.0069017866167365,452.0,0.0249433106575964,,,,,,,,,,,,,177.0,,,,
2021-09-03,19792277.0,-0.0027736230059404,455.0,0.0066371681415928,,,,,,,,,,,,,177.0,,,,
2021-09-04,19763894.0,-0.0014340441981486,521.0,0.1450549450549449,,,,,,,,,,,,,177.0,,,,
2021-09-05,19763894.0,0.0,507.0,-0.0268714011516314,,,,,,,,,,,,,177.0,,,,
2021-09-06,19763894.0,0.0,469.0,-0.0749506903353057,,,,,,,,,,,,,177.0,,,,
2021-09-07,19710354.0,-0.0027089803254358,426.0,-0.091684434968017,,,,,,,,,,,,,177.0,19.0,0.0,1.0,0.0
2021-09-08,19635220.0,-0.0038119051540119,428.0,0.0046948356807512,,,,,,,,,,,,,177.0,,,,
2021-09-09,19635220.0,0.0,446.0,0.0420560747663552,,,,,,,,,,,,,177.0,,,,
2021-09-10,19548070.0,-0.0044384529432316,493.0,0.1053811659192824,,,,,,,,,,,,,177.0,41.0,0.0,2.0,0.0
2021-09-11,19548070.0,0.0,489.0,-0.0081135902636917,,,,,,,,,,,,,177.0,,,,
2021-09-12,19460533.0,-0.0044780379853356,415.0,-0.1513292433537832,,,,,,,,,,,,,177.0,,,,
2021-09-13,19460533.0,0.0,437.0,0.0530120481927711,,,,,,,,,,,,,177.0,,,,
2021-09-14,19385454.0,-0.0038580135497829,404.0,-0.0755148741418764,,,,,,,,,,,,,177.0,22.0,0.0,1.0,0.0
2021-09-15,19385454.0,0.0,437.0,0.0816831683168317,,,,,,,,,,,,,177.0,,,,
2021-09-16,19341466.0,-0.0022691240555934,432.0,-0.0114416475972539,,,,,,,,,,,,,177.0,23.0,0.0,1.0,0.0
2021-09-17,19341466.0,0.0,455.0,0.0532407407407407,,,,,,,,,,,,,177.0,,,,
2021-09-18,19280320.0,-0.0031613942810746,445.0,-0.021978021978022,,,,,,,,,,,,,177.0,,,,
2021-09-19,19280320.0,0.0,445.0,0.0,,,,,,,,,,,,,177.0,,,,
2021-09-20,19223334.0,-0.0029556563376541,451.0,0.0134831460674156,,,,,,,,,,,,,177.0,,,,
2021-09-21,19223334.0,0.0,442.0,-0.0199556541019955,,,,,,,,,,,,,177.0,,,,
2021-09-22,19175361.0,-0.0024955608636878,437.0,-0.01131221719457,,,,,,,,,,,,,177.0,,,,
2021-09-23,19134874.0,-0.0021114074462535,424.0,-0.0297482837528604,,,,,,,,,,,,,177.0,,,,
2021-09-24,19134874.0,0.0,466.0,0.0990566037735849,,,,,,,,,,,,,177.0,,,,
2021-09-25,19047755.0,-0.004552891228863,435.0,-0.0665236051502146,,,,,,,,,,,,,177.0,,,,
2021-09-26,19031758.0,-0.0008398365056669,450.0,0.0344827586206897,,,,,,,,,,,,,177.0,,,,
