,monthly_listeners,listener_pct_change,monthly_spins,spins_pct_change,followers_insta,av_post_likes_insta,av_post_comments_insta,av_post_views_insta,followers_tiktok,av_post_likes_tiktok,av_post_comments_tiktok,av_post_views_tiktok,followers_youtube,av_post_likes_youtube,av_post_comments_youtube,av_post_views_youtube,Artist_ID,retweet,likes,Sentiment_Neutral,TweetSentiment_Positive,TweetSentiment_Negative,New_Music,TV_Show
2018-03-01,,,,,,,,,,,,,,,,,,4006.0,10552.0,0.0,35.0,4.0,0.0,0.0
2018-03-02,,,,,,,,,,,,,,,,,,1193.0,2960.0,0.0,16.0,8.0,0.0,0.0
2018-03-03,,,,,,,,,,,,,,,,,,363.0,1013.0,0.0,10.0,2.0,0.0,0.0
2018-03-04,,,,,,,,,,,,,,,,,,764.0,2110.0,0.0,8.0,2.0,0.0,0.0
2018-03-05,,,,,,,,,,,,,,,,,,1234.0,6426.0,0.0,10.0,9.0,0.0,0.0
2018-03-06,,,,,,,,,,,,,,,,,,570.0,2151.0,0.0,5.0,4.0,0.0,0.0
2018-03-07,,,,,,,,,,,,,,,,,,303.0,958.0,0.0,9.0,1.0,0.0,0.0
2018-03-08,,,,,,,,,,,,,,,,,,1266.0,5677.0,0.0,15.0,2.0,0.0,0.0
2018-03-09,,,,,,,,,,,,,,,,,,555.0,1765.0,0.0,7.0,3.0,0.0,0.0
2018-03-10,,,,,,,,,,,,,,,,,,892.0,2626.0,0.0,9.0,2.0,0.0,0.0
2018-03-11,,,,,,,,,,,,,,,,,,1706.0,5559.0,0.0,10.0,8.0,0.0,0.0
2018-03-12,,,,,,,,,,,,,,,,,,10799.0,46489.0,0.0,16.0,35.0,0.0,0.0
2018-03-13,,,,,,,,,,,,,,,,,,9487.0,44761.0,0.0,15.0,23.0,0.0,0.0
2018-03-14,,,,,,,,,,,,,,,,,,8222.0,44777.0,0.0,18.0,29.0,0.0,0.0
2018-03-15,,,,,,,,,,,,,,,,,,3342.0,12333.0,0.0,5.0,4.0,0.0,0.0
2018-03-16,,,,,,,,,,,,,,,,,,5440.0,25196.0,0.0,19.0,3.0,0.0,0.0
2018-03-17,,,,,,,,,,,,,,,,,,4936.0,22031.0,0.0,9.0,4.0,1.0,0.0
2018-03-18,,,,,,,,,,,,,,,,,,763.0,3345.0,0.0,9.0,4.0,0.0,0.0
2018-03-19,,,,,,,,,,,,,,,,,,744.0,2180.0,0.0,5.0,2.0,0.0,0.0
2018-03-20,,,,,,,,,,,,,,,,,,1140.0,2283.0,0.0,9.0,2.0,0.0,0.0
2018-03-21,,,,,,,,,,,,,,,,,,446.0,2809.0,0.0,10.0,3.0,0.0,0.0
2018-03-22,,,,,,,,,,,,,,,,,,621.0,2088.0,0.0,8.0,2.0,0.0,0.0
2018-03-23,,,,,,,,,,,,,,,,,,155.0,469.0,0.0,5.0,0.0,0.0,0.0
2018-03-24,,,,,,,,,,,,,,,,,,402.0,1035.0,0.0,5.0,1.0,0.0,0.0
2018-03-25,,,,,,,,,,,,,,,,,,491.0,1549.0,0.0,5.0,1.0,0.0,0.0
2018-03-26,,,,,,,,,,,,,,,,,,288.0,1532.0,0.0,5.0,5.0,0.0,0.0
2018-03-27,,,,,,,,,,,,,,,,,,704.0,2763.0,0.0,9.0,5.0,0.0,0.0
2018-03-28,0.4506396513387847,0.0,,,,,,,,,,,,,,,236.0,7993.0,39396.0,0.0,17.0,10.0,0.0,0.0
2018-03-29,,,,,,,,,,,,,,,,,,1059.0,3547.0,0.0,11.0,5.0,0.0,0.0
2018-03-30,0.44612650908044627,-0.0025385787538193,,,,,,,,,,,,,,,236.0,1306.0,3085.0,0.0,3.0,3.0,0.0,0.0
2018-03-31,0.44612650908044627,0.0,,,,,,,,,,,,,,,236.0,592.0,2015.0,0.0,8.0,1.0,0.0,0.0
2018-04-01,,,,,,,,,,,,,,,,,,493.0,1327.0,0.0,4.0,4.0,0.0,0.0
2018-04-02,,,,,,,,,,,,,,,,,,4177.0,20882.0,0.0,19.0,5.0,0.0,0.0
2018-04-03,0.44612650908044627,0.0,,,,,,,,,,,,,,,236.0,1637.0,5679.0,0.0,33.0,8.0,0.0,0.0
2018-04-04,0.4161354239556252,-0.0169124953379545,,,,,,,,,,,,,,,236.0,618.0,2902.0,0.0,12.0,7.0,0.0,0.0
2018-04-05,0.4161354239556252,0.0,,,,,,,,,,,,,,,236.0,826.0,1966.0,0.0,8.0,6.0,0.0,0.0
2018-04-06,0.4161354239556252,0.0,,,,,,,,,,,,,,,236.0,9808.0,41489.0,0.0,8.0,13.0,0.0,0.0
2018-04-07,0.4161354239556252,0.0,,,,,,,,,,,,,,,236.0,1301.0,3291.0,0.0,14.0,4.0,0.0,0.0
2018-04-08,0.4161354239556252,0.0,,,,,,,,,,,,,,,236.0,1268.0,3956.0,0.0,7.0,7.0,0.0,0.0
2018-04-09,0.37808429356051887,-0.0218268416267917,,,,,,,,,,,,,,,236.0,2500.0,5091.0,0.0,5.0,4.0,0.0,0.0
2018-04-10,0.37808429356051887,0.0,,,,,,,,,,,,,,,236.0,8713.0,43556.0,0.0,9.0,6.0,0.0,0.0
2018-04-11,0.37808429356051887,0.0,,,,,,,,,,,,,,,236.0,67140.0,350310.0,0.0,15.0,11.0,0.0,0.0
2018-04-12,0.37808429356051887,0.0,,,,,,,,,,,,,,,236.0,15084.0,93147.0,0.0,13.0,2.0,0.0,0.0
2018-04-13,0.37808429356051887,0.0,,,,,,,,,,,,,,,236.0,5698.0,29451.0,0.0,25.0,2.0,0.0,0.0
2018-04-14,0.3358322224322008,-0.0247773921892298,,,,,,,,,,,,,,,236.0,1831.0,12268.0,0.0,11.0,5.0,0.0,0.0
2018-04-15,0.3358322224322008,0.0,,,,,,,,,,,,,,,236.0,9742.0,76970.0,0.0,18.0,5.0,0.0,0.0
2018-04-16,0.3358322224322008,0.0,,,,,,,,,,,,,,,236.0,4842.0,27890.0,0.0,42.0,9.0,0.0,0.0
