,monthly_listeners,listener_pct_change,monthly_spins,spins_pct_change,followers_insta,av_post_likes_insta,av_post_comments_insta,av_post_views_insta,followers_tiktok,av_post_likes_tiktok,av_post_comments_tiktok,av_post_views_tiktok,followers_youtube,av_post_likes_youtube,av_post_comments_youtube,av_post_views_youtube,Artist_ID,Unnamed: 0.1,Sentiment_Neutral,TweetSentiment_Positive,TweetSentiment_Negative
2018-09-15,586448.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-09-16,586448.0,0.0,,,,,,,,,,,,,,,65492.0,0.0,0.0,1.0,0.0
2018-09-17,560246.0,-0.0446791531388972,,,,,,,,,,,,,,,65492.0,,,,
2018-09-18,560246.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-09-19,560246.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-09-20,560246.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-09-21,540161.0,-0.0358503228938715,,,,,,,,,,,,,,,65492.0,1.0,0.0,1.0,0.0
2018-09-22,540161.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-09-23,540161.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-09-24,540161.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-09-25,540161.0,0.0,,,,,,,,,,,,,,,65492.0,2.0,0.0,1.0,0.0
2018-09-26,524801.0,-0.0284359663137472,,,,,,,,,,,,,,,65492.0,,,,
2018-09-27,524801.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-09-28,524801.0,0.0,,,,,,,,,,,,,,,65492.0,3.0,0.0,0.0,1.0
2018-09-29,524801.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-09-30,524801.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-10-01,517468.0,-0.0139729154479507,,,,,,,,,,,,,,,65492.0,,,,
2018-10-02,517468.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-10-03,517468.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-10-04,517468.0,0.0,,,,,,,,,,,,,,,65492.0,4.0,0.0,1.0,0.0
2018-10-06,496169.0,-0.0411600330841713,,,,,,,,,,,,,,,65492.0,,,,
2018-10-07,496169.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-10-08,496169.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-10-09,496169.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-10-10,496169.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-10-11,487769.0,-0.0169297154800077,,,,,,,,,,,,,,,65492.0,,,,
2018-10-13,,,,,,,,,,,,,,,,,,5.0,0.0,1.0,0.0
2018-10-14,487769.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-10-15,487769.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-10-16,476293.0,-0.0235275304498645,,,,,,,,,,,,,,,65492.0,,,,
2018-10-17,476293.0,0.0,,,,,,,,,,,,,,,65492.0,6.0,0.0,1.0,0.0
2018-10-18,476293.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-10-19,476293.0,0.0,,,,,,,,,,,,,,,65492.0,34.0,0.0,0.0,4.0
2018-10-20,469301.0,-0.0146800393875198,,,,,,,,,,,,,,,65492.0,,,,
2018-10-21,469301.0,0.0,,,,,,,,,,,,,,,65492.0,11.0,0.0,1.0,0.0
2018-10-22,469301.0,0.0,,,,,,,,,,,,,,,65492.0,,,,
2018-10-23,469301.0,0.0,,,,,,,,,,,,,,,65492.0,12.0,0.0,0.0,1.0
2018-10-24,,,,,,,,,,,,,,,,,,13.0,0.0,1.0,0.0
2018-10-25,454760.0,-0.030984378895421,,,,,,,,,,,,,,,65492.0,14.0,0.0,0.0,1.0
