,monthly_listeners,listener_pct_change,monthly_spins,spins_pct_change,followers_insta,av_post_likes_insta,av_post_comments_insta,av_post_views_insta,followers_tiktok,av_post_likes_tiktok,av_post_comments_tiktok,av_post_views_tiktok,followers_youtube,av_post_likes_youtube,av_post_comments_youtube,av_post_views_youtube,Artist_ID,retweet,likes,Sentiment_Neutral,TweetSentiment_Positive,TweetSentiment_Negative,New_Music,TV_Show
2019-11-23,0.13216871571538313,0.0,,,,,,,,,,,,,,,749249.0,,,,,,0.0,0.0
2019-11-24,0.1311162395918153,-0.001244156029224,,,,,,,,,,,,,,,749249.0,30.0,164.0,0.0,0.0,1.0,0.0,0.0
2019-11-25,0.12900323054760454,-0.002500947751243,,,,,,,,,,,,,,,749249.0,,,,,,0.0,0.0
2019-11-26,0.12745883375734124,-0.0018325239588145,,,,,,,,,,,,,,,749249.0,30.0,165.0,0.0,0.0,1.0,0.0,0.0
2019-11-27,0.12664198094445878,-0.0009710266852083,,,,,,,,,,,,,,,749249.0,,,,,,0.0,0.0
2019-11-28,0.12508207862020204,-0.0018561226815424,,,,,,,,,,,,,,,749249.0,205.0,1030.0,0.0,1.0,0.0,0.0,0.0
2019-11-29,0.12366864278616807,-0.0016849701945299,,,,,,,,,,,,,,,749249.0,,,,,,0.0,0.0
2019-11-30,0.12073277633502832,-0.0035057812352936,,,,,,,,,,,,,,,749249.0,,,,,,0.0,0.0
2019-12-01,0.11771489777026622,-0.0036163919420174,,,,,,,,,,,,,,,749249.0,,,,,,0.0,0.0
2019-12-02,,,,,,,,,,,,,,,,,,18.0,34.0,0.0,1.0,0.0,0.0,0.0
2019-12-03,0.11357058776538875,-0.0049842451233926,,,,,,,,,,,,,,,749249.0,2382.0,9544.0,0.0,1.0,1.0,0.0,0.0
2019-12-04,0.11239809576841053,-0.0014171867657576,,,,,,,,,,,,,,,749249.0,,,,,,0.0,0.0
2019-12-05,0.11080809446640172,-0.0019245561832128,,,,,,,,,,,,,,,749249.0,2853.0,16308.0,0.0,0.0,2.0,0.0,0.0
