,monthly_listeners,listener_pct_change,monthly_spins,spins_pct_change,followers_insta,av_post_likes_insta,av_post_comments_insta,av_post_views_insta,followers_tiktok,av_post_likes_tiktok,av_post_comments_tiktok,av_post_views_tiktok,followers_youtube,av_post_likes_youtube,av_post_comments_youtube,av_post_views_youtube,Artist_ID,retweet,likes,Sentiment_Neutral,TweetSentiment_Positive,TweetSentiment_Negative,New_Music,TV_Show
2020-07-13,0.8744212578470698,0.0,,,,,,,,,,,,,,,986.0,151.0,533.0,0.0,3.0,1.0,0.0,0.0
2020-07-14,0.870487045097752,-0.0004224275284555,,,,,,,,,,,,,,,986.0,,,,,,0.0,0.0
2020-07-15,0.870487045097752,0.0,,,,,,,,,,,,,,,986.0,70.0,786.0,0.0,1.0,3.0,0.0,0.0
2020-07-16,0.870487045097752,0.0,,,,,,,,,,,,,,,986.0,38.0,161.0,0.0,1.0,1.0,0.0,0.0
2020-07-17,0.870487045097752,0.0,,,,,,,,,,,,,,,986.0,154.0,1006.0,0.0,4.0,1.0,0.0,0.0
2020-07-18,0.870487045097752,0.0,,,,,,,,,,,,,,,986.0,162.0,632.0,0.0,1.0,2.0,0.0,0.0
2020-07-19,0.8727033024607564,0.0002380663749443,,,,,,,,,,,,,,,986.0,,,,,,0.0,0.0
2020-07-20,0.8727033024607564,0.0,,,,,,,,,,,,,,,986.0,69.0,370.0,0.0,1.0,2.0,0.0,0.0
2020-07-21,0.8727033024607564,0.0,,,,,,,,,,,,,,,986.0,36.0,68.0,0.0,1.0,1.0,0.0,0.0
2020-07-22,0.8791774315712733,0.0006952737692706,,,,,,,,,,,,,,,986.0,,,,,,0.0,0.0
2020-07-23,0.884731837604809,0.0005960878424868,,,,,,,,,,,,,,,986.0,71.0,869.0,0.0,2.0,0.0,0.0,0.0
2020-07-24,0.879532412408004,-0.0005576595888283,,,,,,,,,,,,,,,986.0,46.0,204.0,0.0,0.0,1.0,0.0,0.0
2020-07-25,0.879532412408004,0.0,,,,,,,,,,,,,,,986.0,,,,,,0.0,0.0
2020-07-26,0.8749271529967402,-0.0004942084816238,,,,,,,,,,,,,,,986.0,35.0,81.0,0.0,0.0,1.0,0.0,0.0
2020-07-27,0.8825459529337163,0.0008180076220334,,,,,,,,,,,,,,,986.0,72.0,299.0,0.0,1.0,1.0,0.0,0.0
2020-07-28,0.8825459529337163,0.0,,,,,,,,,,,,,,,986.0,77.0,184.0,0.0,2.0,1.0,0.0,0.0
2020-07-29,0.9194924343522732,0.0039635902800703,,,,,,,,,,,,,,,986.0,,,,,,0.0,0.0
2020-07-30,0.9338463787208919,0.0015338008198932,,,,,,,,,,,,,,,986.0,,,,,,0.0,0.0
2020-07-31,0.9341130889217499,2.8455860454190685e-05,,,,,,,,,,,,,,,986.0,51.0,247.0,0.0,1.0,1.0,0.0,0.0
2020-08-01,0.9380349627649771,0.000418420888478,,,,,,,,,,,,,,,986.0,41.0,143.0,0.0,1.0,0.0,0.0,0.0
2020-08-02,0.9404923033700392,0.0002620616161619,,,,,,,,,,,,,,,986.0,558.0,4984.0,0.0,6.0,4.0,0.0,0.0
2020-08-03,0.9447909884223087,0.0004583105856186,,,,,,,,,,,,,,,986.0,64.0,1144.0,0.0,1.0,0.0,0.0,0.0
2020-08-04,0.9288159016228512,-0.0017024269724473,,,,,,,,,,,,,,,986.0,75.0,715.0,0.0,1.0,3.0,0.0,0.0
2020-08-05,0.9335236688693183,0.0005025511054452,,,,,,,,,,,,,,,986.0,,,,,,0.0,0.0
2020-08-06,0.9348818976857896,0.0001449172184442,,,,,,,,,,,,,,,986.0,1819.0,11883.0,0.0,7.0,19.0,0.0,0.0
2020-08-07,0.9354333518733302,5.882928309075552e-05,,,,,,,,,,,,,,,986.0,937.0,6538.0,0.0,4.0,13.0,0.0,0.0
2020-08-08,0.9439111295034621,0.0009043584264447,,,,,,,,,,,,,,,986.0,166.0,1407.0,0.0,1.0,2.0,0.0,0.0
2020-08-09,0.9578759237569496,0.0014883344340985,,,,,,,,,,,,,,,986.0,69.0,426.0,0.0,2.0,1.0,0.0,0.0
2020-08-10,0.9753354758736421,0.0018580320112804,,,,,,,,,,,,,,,986.0,145.0,2069.0,0.0,4.0,1.0,0.0,0.0
2020-08-11,0.9753354758736421,0.0,,,,,,,,,,,,,,,986.0,549.0,4940.0,0.0,2.0,4.0,0.0,0.0
2020-08-12,0.9869425899174047,0.0012329292630905,,,,,,,,,,,,,,,986.0,51.0,504.0,0.0,1.0,1.0,0.0,0.0
2020-08-13,0.9832295283310764,-0.0003939226356888,,,,,,,,,,,,,,,986.0,35.0,114.0,0.0,1.0,1.0,0.0,0.0
