,monthly_listeners,listener_pct_change,monthly_spins,spins_pct_change,followers_insta,av_post_likes_insta,av_post_comments_insta,av_post_views_insta,followers_tiktok,av_post_likes_tiktok,av_post_comments_tiktok,av_post_views_tiktok,followers_youtube,av_post_likes_youtube,av_post_comments_youtube,av_post_views_youtube,Artist_ID,Unnamed: 0.1,Sentiment_Neutral,TweetSentiment_Positive,TweetSentiment_Negative
2020-03-01,46948,0.0301713734009172,,,,,,,,,,,,,,,1012968,,,,
2020-03-02,49779,0.0603007582857628,,,,,,,,,,,,,,,1012968,,,,
2020-03-03,52096,0.0465457321360414,,,,,,,,,,,,,,,1012968,,,,
2020-03-04,55626,0.0677595208845209,,,,,,,,,,,,,,,1012968,,,,
2020-03-05,59827,0.0755222378024664,,,,,,,,,,,,,,,1012968,,,,
2020-03-07,68961,0.1526735420462333,,,,,,,,,,,,,,,1012968,,,,
2020-03-08,75421,0.093676135786894,,,,,,,,,,,,,,,1012968,,,,
2020-03-09,82506,0.0939393537608888,,,,,,,,,,,,,,,1012968,,,,
2020-03-10,92527,0.1214578333696942,,,,,,,,,,,,,,,1012968,,,,
2020-03-11,106176,0.1475136987041621,,,,,,,,,,,,,,,1012968,,,,
2020-03-12,118932,0.120140144665461,,,,,,,,,,,,,,,1012968,,,,
2020-03-13,130743,0.0993088487539097,,,,,,,,,,,,,,,1012968,,,,
2020-03-14,141731,0.0840427403379149,,,,,,,,,,,,,,,1012968,,,,
2020-03-16,168083,0.1859296836965802,,,,,,,,,,,,,,,1012968,,,,
2020-03-17,183122,0.0894736528976756,,,,,,,,,,,,,,,1012968,,,,
2020-03-18,200712,0.0960561811251514,,,,,,,,,,,,,,,1012968,,,,
2020-03-19,219206,0.0921419745705289,,,,,,,,,,,,,,,1012968,,,,
2020-03-20,238400,0.0875614718575221,,,,,,,,,,,,,,,1012968,,,,
2020-03-21,257760,0.0812080536912751,,,,,,,,,,,,,,,1012968,,,,
2020-03-22,275821,0.0700690564866541,,,,,,,,,,,,,,,1012968,,,,
2020-03-23,293523,0.0641793046939862,,,,,,,,,,,,,,,1012968,,,,
2020-03-24,310263,0.057031305894257,,,,,,,,,,,,,,,1012968,,,,
2020-03-25,329020,0.0604551622333311,,,,,,,,,,,,,,,1012968,,,,
2020-03-26,347449,0.0560117925961947,,,,,,,,,,,,,,,1012968,,,,
2020-03-27,387196,0.1143966452630458,,,,,,,,,,,,,,,1012968,0.0,0.0,0.0,1.0
2020-03-28,387196,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-03-29,410108,0.0591741650223658,,,,,,,,,,,,,,,1012968,,,,
2020-03-30,430055,0.0486384074438928,,,,,,,,,,,,,,,1012968,,,,
2020-03-31,448947,0.0439292648614713,,,,,,,,,,,,,,,1012968,,,,
2020-04-01,469591,0.0459831561409254,,,,,,,,,,,,,,,1012968,,,,
2020-04-02,489048,0.0414339286741014,,,,,,,,,,,,,,,1012968,,,,
2020-04-03,508218,0.039198606271777,,,,,,,,,,,,,,,1012968,,,,
2020-04-04,528597,0.0400989339220569,,,,,,,,,,,,,,,1012968,,,,
2020-04-05,548930,0.0384659769162518,,,,,,,,,,,,,,,1012968,,,,
2020-04-06,567817,0.034406937132239,,,,,,,,,,,,,,,1012968,,,,
2020-04-07,585115,0.0304640403510285,,,,,,,,,,,,,,,1012968,,,,
2020-04-08,602170,0.0291481161822888,,,,,,,,,,,,,,,1012968,,,,
2020-04-09,618990,0.0279323114735041,,,,,,,,,,,,,,,1012968,,,,
2020-04-10,633261,0.0230552997625164,,,,,,,,,,,,,,,1012968,,,,
2020-04-11,647181,0.0219814578822949,,,,,,,,,,,,,,,1012968,,,,
2020-04-12,659746,0.0194149704642132,,,,,,,,,,,,,,,1012968,,,,
2020-04-13,680114,0.0308724872905632,,,,,,,,,,,,,,,1012968,,,,
2020-04-14,680114,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-04-15,689316,0.0135300846622772,,,,,,,,,,,,,,,1012968,,,,
2020-04-16,697831,0.0123528251193936,,,,,,,,,,,,,,,1012968,,,,
2020-04-17,704149,0.0090537680326612,,,,,,,,,,,,,,,1012968,,,,
2020-04-18,712901,0.0124291875725166,,,,,,,,,,,,,,,1012968,,,,
2020-04-19,721450,0.0119918473953606,,,,,,,,,,,,,,,1012968,,,,
2020-04-20,731009,0.0132497054542934,,,,,,,,,,,,,,,1012968,,,,
2020-04-21,739888,0.0121462252858719,,,,,,,,,,,,,,,1012968,,,,
2020-04-22,748320,0.0113963194429427,,,,,,,,,,,,,,,1012968,,,,
2020-04-23,756675,0.0111650096215523,,,,,,,,,,,,,,,1012968,,,,
2020-04-24,763985,0.0096606865563153,,,,,,,,,,,,,,,1012968,,,,
2020-04-25,769067,0.006651963062102,,,,,,,,,,,,,,,1012968,,,,
2020-04-26,770736,0.0021701620274956,,,,,,,,,,,,,,,1012968,,,,
2020-04-27,772839,0.0027285607523197,,,,,,,,,,,,,,,1012968,,,,
2020-04-28,775277,0.0031546027050912,,,,,,,,,,,,,,,1012968,,,,
2020-04-29,778011,0.0035264815027402,,,,,,,,,,,,,,,1012968,,,,
2020-04-30,783469,0.0070153249761251,,,,,,,,,,,,,,,1012968,,,,
2020-05-01,789710,0.0079658544243614,,,,,,,,,,,,,,,1012968,,,,
2020-05-02,783469,-0.0079029010649478,,,,,,,,,,,,,,,1012968,,,,
2020-05-03,783469,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-04,783469,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-05,783469,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-06,806404,0.029273653456614,,,,,,,,,,,,,,,1012968,,,,
2020-05-07,806404,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-08,806404,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-09,806404,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-10,818790,0.0153595468276446,,,,,,,,,,,,,,,1012968,,,,
2020-05-11,818790,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-12,818790,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-13,818790,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-14,818790,0.0,,,,,,,,,,,,,,,1012968,1.0,0.0,0.0,1.0
2020-05-15,828844,0.0122790947617825,1.0,0.0,,,,,,,,,,,,,1012968,14.0,0.0,0.0,4.0
2020-05-16,828844,0.0,,,,,,,,,,,,,,,1012968,546.0,0.0,2.0,26.0
2020-05-17,828844,0.0,,,,,,,,,,,,,,,1012968,219.0,0.0,0.0,6.0
2020-05-18,828844,0.0,,,,,,,,,,,,,,,1012968,210.0,0.0,1.0,4.0
2020-05-19,828844,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-20,834807,0.0071943574424138,,,,,,,,,,,,,,,1012968,,,,
2020-05-21,834807,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-22,834807,0.0,,,,,,,,,,,,,,,1012968,45.0,0.0,0.0,1.0
2020-05-23,834807,0.0,,,,,,,,,,,,,,,1012968,46.0,0.0,0.0,1.0
2020-05-24,834807,0.0,,,,,,,,,,,,,,,1012968,47.0,0.0,0.0,1.0
2020-05-25,823686,-0.0133216420082725,,,,,,,,,,,,,,,1012968,,,,
2020-05-26,823686,0.0,1.0,0.0,,,,,,,,,,,,,1012968,,,,
2020-05-27,823686,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-28,823686,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-29,823686,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-05-30,801326,-0.0271462669026789,,,,,,,,,,,,,,,1012968,,,,
2020-05-31,801326,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-01,794542,-0.0084659676586058,,,,,,,,,,,,,,,1012968,,,,
2020-06-02,801326,0.0085382522258106,,,,,,,,,,,,,,,1012968,,,,
2020-06-03,801326,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-04,772839,-0.0355498261631346,,,,,,,,,,,,,,,1012968,,,,
2020-06-05,772839,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-06,758068,-0.0191126483006163,,,,,,,,,,,,,,,1012968,,,,
2020-06-07,772839,0.0194850593878121,,,,,,,,,,,,,,,1012968,,,,
2020-06-08,758068,-0.0191126483006163,,,,,,,,,,,,,,,1012968,,,,
2020-06-09,736576,-0.028351018642127,,,,,,,,,,,,,,,1012968,,,,
2020-06-10,736576,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-11,736576,0.0,1.0,0.0,,,,,,,,,,,,,1012968,,,,
2020-06-12,736576,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-14,736576,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-15,695745,-0.0554335194195846,,,,,,,,,,,,,,,1012968,48.0,0.0,0.0,1.0
2020-06-16,695745,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-17,695745,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-18,695745,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-19,667102,-0.0411688190357099,,,,,,,,,,,,,,,1012968,,,,
2020-06-20,667102,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-21,667102,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-22,664654,-0.003669603748752,,,,,,,,,,,,,,,1012968,49.0,0.0,0.0,1.0
2020-06-23,657334,-0.0110132489987271,,,,,,,,,,,,,,,1012968,,,,
2020-06-24,655495,-0.0027976645054113,,,,,,,,,,,,,,,1012968,,,,
2020-06-25,655495,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-26,655495,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-27,655495,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-28,655495,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-06-29,648479,-0.0107033615817054,,,,,,,,,,,,,,,1012968,,,,
2020-06-30,648380,-0.0001526649282397,,,,,,,,,,,,,,,1012968,,,,
2020-07-01,648787,0.0006277183133347,,,,,,,,,,,,,,,1012968,,,,
2020-07-02,648787,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-03,648787,0.0,,,,,,,,,,,,,,,1012968,50.0,0.0,0.0,1.0
2020-07-04,648787,0.0,,,,,,,,,,,,,,,1012968,51.0,0.0,0.0,1.0
2020-07-05,648787,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-06,642633,-0.0094853935112756,,,,,,,,,,,,,,,1012968,,,,
2020-07-07,642633,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-08,642633,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-09,642633,0.0,,,,,,,,,,,,,,,1012968,52.0,0.0,1.0,0.0
2020-07-10,642633,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-11,635484,-0.011124545424838,,,,,,,,,,,,,,,1012968,,,,
2020-07-12,635484,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-13,635484,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-14,635484,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-15,635484,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-16,644448,0.0141057839379119,,,,,,,,,,,,,,,1012968,,,,
2020-07-17,644448,0.0,,,,,,,,,,,,,,,1012968,53.0,0.0,1.0,0.0
2020-07-18,644448,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-19,644448,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-20,644448,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-21,664855,0.0316658597745667,,,,,,,,,,,,,,,1012968,,,,
2020-07-22,664855,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-23,664855,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-24,664855,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-25,664855,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-26,684502,0.0295508043107144,,,,,,,,,,,,,,,1012968,,,,
2020-07-27,684502,0.0,,,,,,,,,,,,,,,1012968,54.0,0.0,1.0,0.0
2020-07-28,691358,0.0100160408589018,,,,,,,,,,,,,,,1012968,,,,
2020-07-29,684502,-0.0099167146398826,,,,,,,,,,,,,,,1012968,,,,
2020-07-30,684502,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-07-31,699037,0.0212344156773829,,,,,,,,,,,,,,,1012968,,,,
2020-08-01,699037,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-02,699037,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-03,699037,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-04,699037,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-05,723518,0.0350210360824962,,,,,,,,,,,,,,,1012968,,,,
2020-08-06,723518,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-07,723518,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-08,723518,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-09,723518,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-10,749475,0.0358760943058775,,,,,,,,,,,,,,,1012968,,,,
2020-08-11,749475,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-12,749475,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-13,749475,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-14,749475,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-15,761372,0.0158737783114846,,,,,,,,,,,,,,,1012968,,,,
2020-08-16,763129,0.0023076761425426,,,,,,,,,,,,,,,1012968,,,,
2020-08-17,761372,-0.0023023630342969,,,,,,,,,,,,,,,1012968,,,,
2020-08-18,766224,0.0063727061147507,,,,,,,,,,,,,,,1012968,,,,
2020-08-19,768518,0.0029939025663514,,,,,,,,,,,,,,,1012968,,,,
2020-08-20,770711,0.0028535440939574,,,,,,,,,,,,,,,1012968,,,,
2020-08-21,770711,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-22,770711,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-23,770711,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-24,776148,0.0070545249775857,,,,,,,,,,,,,,,1012968,,,,
2020-08-25,776148,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-26,776148,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-27,776148,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-08-28,777833,0.0021709777001293,,,,,,,,,,,,,,,1012968,,,,
2020-08-29,778568,0.0009449329097634,,,,,,,,,,,,,,,1012968,,,,
2020-08-30,779712,0.0014693642687599,,,,,,,,,,,,,,,1012968,,,,
2020-08-31,780126,0.0005309652794878,,,,,,,,,,,,,,,1012968,,,,
2020-09-01,780499,0.000478127892161,,,,,,,,,,,,,,,1012968,,,,
2020-09-02,780908,0.0005240237335346,,,,,,,,,,,,,,,1012968,,,,
2020-09-03,780403,-0.0006466830919903,,,,,,,,,,,,,,,1012968,,,,
2020-09-04,780112,-0.000372884266206,,,,,,,,,,,,,,,1012968,,,,
2020-09-05,779705,-0.0005217199581598,,,,,,,,,,,,,,,1012968,,,,
2020-09-06,778717,-0.0012671459077471,,,,,,,,,,,,,,,1012968,,,,
2020-09-07,777794,-0.0011852829718627,,,,,,,,,,,,,,,1012968,,,,
2020-09-08,777719,-9.642656024599904e-05,,,,,,,,,,,,,,,1012968,,,,
2020-09-09,777397,-0.000414031288936,,,,,,,,,,,,,,,1012968,,,,
2020-09-10,777190,-0.000266273216902,1.0,0.0,,,,,,,,,,,,,1012968,,,,
2020-09-11,777203,1.6726926491683614e-05,1.0,0.0,,,,,,,,,,,,,1012968,,,,
2020-09-12,777203,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-09-13,777216,1.6726646706155535e-05,,,,,,,,,,,,,,,1012968,,,,
2020-09-14,777197,-2.444622859021361e-05,,,,,,,,,,,,,,,1012968,,,,
2020-09-15,776645,-0.0007102446355299,,,,,,,,,,,,,,,1012968,,,,
2020-09-16,776645,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-09-17,776645,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-09-18,773188,-0.0044511971364008,,,,,,,,,,,,,,,1012968,,,,
2020-09-19,773188,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-09-20,773188,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-09-21,774025,0.0010825310273827,,,,,,,,,,,,,,,1012968,,,,
2020-09-22,774926,0.0011640450889829,,,,,,,,,,,,,,,1012968,,,,
2020-09-23,774926,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-09-24,774926,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-09-25,776608,0.0021705298312355,,,,,,,,,,,,,,,1012968,,,,
2020-09-26,778464,0.002389880093947,,,,,,,,,,,,,,,1012968,,,,
2020-09-27,778464,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-09-28,780454,0.002556316027459,,,,,,,,,,,,,,,1012968,55.0,0.0,1.0,0.0
2020-09-29,781398,0.0012095523887378,,,,,,,,,,,,,,,1012968,,,,
2020-09-30,782216,0.0010468416863109,,,,,,,,,,,,,,,1012968,,,,
2020-10-01,780454,-0.0022525747363899,,,,,,,,,,,,,,,1012968,,,,
2020-10-02,782216,0.0022576602849111,,,,,,,,,,,,,,,1012968,,,,
2020-10-03,782216,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-04,783118,0.0011531341726582,,,,,,,,,,,,,,,1012968,,,,
2020-10-05,783118,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-06,783118,0.0,,,,,,,,,,,,,,,1012968,56.0,0.0,0.0,1.0
2020-10-07,783118,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-08,783118,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-09,790330,0.0092093400994486,,,,,,,,,,,,,,,1012968,,,,
2020-10-10,790330,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-11,790330,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-12,790330,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-13,790330,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-14,800771,0.0132109372034465,,,,,,,,,,,,,,,1012968,,,,
2020-10-15,800771,0.0,1.0,0.0,,,,,,,,,,,,,1012968,,,,
2020-10-16,800771,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-17,800771,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-18,800771,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-19,812843,0.0150754710148095,,,,,,,,,,,,,,,1012968,,,,
2020-10-20,812843,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-21,812843,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-22,812843,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-23,812843,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-24,825417,0.0154691619414819,,,,,,,,,,,,,,,1012968,,,,
2020-10-25,825417,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-26,825417,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-27,825417,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-28,825417,0.0,,,,,,,,,,,,,,,1012968,,,,
2020-10-29,835771,0.0125439626273751,,,,,,,,,,,,,,,1012968,,,,
