,monthly_listeners,listener_pct_change,monthly_spins,spins_pct_change,followers_insta,av_post_likes_insta,av_post_comments_insta,av_post_views_insta,followers_tiktok,av_post_likes_tiktok,av_post_comments_tiktok,av_post_views_tiktok,followers_youtube,av_post_likes_youtube,av_post_comments_youtube,av_post_views_youtube,Artist_ID,retweet,likes,Sentiment_Neutral,TweetSentiment_Positive,TweetSentiment_Negative,New_Music,TV_Show
2021-05-05,0.05465087710448091,0.0,0.20806545879602573,0.0,,,,,,,,,,,,,206557.0,3861.0,5135.0,0.0,49.0,2.0,0.0,0.0
2021-05-06,0.05000056050983992,-0.0040148104279498,0.1987142022209234,-0.0351648351648351,,,,,,,,,,,,,206557.0,12741.0,48625.0,0.0,50.0,1.0,0.0,0.0
2021-05-07,0.05000056050983992,0.0,0.19403857393337226,-0.0182232346241457,,,,,,,,,,,,,206557.0,28964.0,38570.0,0.0,49.0,2.0,0.0,0.0
2021-05-08,0.040781107829014784,-0.0079916192053776,0.21917007597895966,0.099767981438515,,,,,,,,,,,,,206557.0,45023.0,71034.0,0.0,49.0,2.0,0.0,0.0
2021-05-09,0.038838660979360284,-0.0016973188924498,0.22735242548217416,0.029535864978903,,,,,,,,,,,,,206557.0,43226.0,117813.0,0.0,44.0,7.0,0.0,0.0
2021-05-10,0.038838660979360284,0.0,0.19345412039742838,-0.1188524590163934,,,,,,,,,,,,,206557.0,32806.0,20886.0,0.0,51.0,0.0,0.0,0.0
2021-05-11,0.03368701504221572,-0.0045091851773354,0.18936294564582115,-0.0162790697674418,,,,,,,,,,,,,206557.0,40487.0,51066.0,0.0,47.0,4.0,0.0,0.0
2021-05-12,0.03368701504221572,0.0,0.130333138515488,-0.2387706855791962,,,,,,,,,,,,,206557.0,,,,,,0.0,0.0
2021-05-13,0.03082911549678924,-0.0025128222314108,0.1782583284628872,0.2546583850931676,,,,,,,,,,,,,206557.0,15767.0,25170.0,0.0,47.0,4.0,0.0,0.0
2021-05-14,0.024950675134101985,-0.0051816682120844,0.19637638807714786,0.0767326732673268,,,,,,,,,,,,,206557.0,4844.0,11671.0,0.0,20.0,0.0,0.0,0.0
2021-05-15,0.024950675134101985,0.0,0.21683226183518411,0.0804597701149425,,,,,,,,,,,,,206557.0,,,,,,0.0,0.0
2021-05-16,0.024950675134101985,0.0,0.2209234365867913,0.0148936170212765,,,,,,,,,,,,,206557.0,,,,,,0.0,0.0
2021-05-17,0.01938154278465043,-0.00493459192812,0.1981297486849795,-0.0817610062893081,,,,,,,,,,,,,206557.0,10685.0,15164.0,0.0,50.0,1.0,0.0,0.0
2021-05-18,0.015226903724961716,-0.0036995199695344,0.20748100526008179,0.0365296803652968,,,,,,,,,,,,,206557.0,10152.0,15491.0,0.0,47.0,4.0,0.0,0.0
2021-05-19,0.011416931507566064,-0.0034052072184315,0.18293395675043833,-0.092511013215859,,,,,,,,,,,,,206557.0,12199.0,1423.0,0.0,50.0,1.0,0.0,0.0
2021-05-20,0.005118622565752462,-0.0056484213064378,0.201052016364699,0.075242718446602,,,,,,,,,,,,,206557.0,8474.0,21655.0,0.0,46.0,5.0,0.0,0.0
2021-05-21,0.005118622565752462,0.0,0.9193454120397427,2.7742663656884874,,,,,,,,,,,,,206557.0,7827.0,20227.0,0.0,49.0,2.0,0.0,0.0
2021-05-22,0.002109058399520247,-0.0027143557240859,0.5248392752776154,-0.4037081339712919,,,,,,,,,,,,,206557.0,48076.0,204632.0,0.0,48.0,3.0,0.0,0.0
2021-05-23,0.0,-0.0019073579035681,0.4850964348334307,-0.0682046138415245,,,,,,,,,,,,,206557.0,101329.0,286624.0,0.0,50.0,1.0,0.0,0.0
2021-05-24,0.0,0.0,0.4979544126241964,0.0236813778256188,,,,,,,,,,,,,206557.0,7480.0,19197.0,0.0,47.0,4.0,0.0,1.0
2021-05-25,0.08455318958124325,0.0766130458947105,0.5552308591466978,0.103049421661409,,,,,,,,,,,,,206557.0,50845.0,171863.0,0.0,46.0,5.0,0.0,1.0
2021-05-26,0.08455318958124325,0.0,0.5926358854471069,0.0610104861773117,,,,,,,,,,,,,206557.0,13388.0,37457.0,0.0,49.0,2.0,0.0,0.0
2021-05-27,0.18581130062571583,0.0852202722261563,0.5984804208065458,0.0089847259658579,,,,,,,,,,,,,206557.0,10677.0,29723.0,0.0,47.0,4.0,0.0,1.0
2021-05-28,0.18581130062571583,0.0,0.6487434248977206,0.0765805877114871,,,,,,,,,,,,,206557.0,9765.0,32032.0,0.0,45.0,6.0,0.0,0.0
2021-05-29,0.21513853000689442,0.0227439679051879,0.6691992986557568,0.0289495450785772,,,,,,,,,,,,,206557.0,28646.0,94846.0,0.0,46.0,5.0,0.0,0.0
2021-05-30,0.21513853000689442,0.0,0.7212156633547633,0.0715434083601285,,,,,,,,,,,,,206557.0,67990.0,251217.0,0.0,45.0,6.0,0.0,0.0
2021-05-31,0.28140602024935224,0.050249158580208,0.7235534774985388,0.0030007501875468,,,,,,,,,,,,,206557.0,34624.0,128089.0,0.0,45.0,6.0,0.0,0.0
2021-06-01,0.3458597006503783,0.0465354213020181,0.7077732320280538,-0.0201944652206432,,,,,,,,,,,,,206557.0,22240.0,86638.0,0.0,48.0,3.0,0.0,0.0
2021-06-02,0.3458597006503783,0.0,0.722384570426651,0.0190839694656488,,,,,,,,,,,,,206557.0,18189.0,53308.0,0.0,47.0,4.0,0.0,0.0
2021-06-03,0.3984844748116221,0.0363054849108575,0.7352425482174166,0.0164794007490636,,,,,,,,,,,,,206557.0,13764.0,45627.0,0.0,46.0,5.0,0.0,0.0
2021-06-04,0.3984844748116221,0.0,0.7317358270017533,-0.004421518054532,,,,,,,,,,,,,206557.0,28067.0,93318.0,0.0,41.0,10.0,1.0,0.0
2021-06-05,0.4239712308982917,0.0169671446589882,0.8018702513150204,0.0888230940044412,,,,,,,,,,,,,206557.0,38940.0,145758.0,0.0,44.0,7.0,0.0,0.0
2021-06-06,0.47435943067147224,0.0329849720263808,0.8679135008766803,0.0768184908225697,,,,,,,,,,,,,206557.0,19199.0,60166.0,0.0,45.0,6.0,0.0,0.0
2021-06-07,0.47435943067147224,0.0,0.7726475745178257,-0.1029040404040404,,,,,,,,,,,,,206557.0,18517.0,69664.0,0.0,43.0,8.0,0.0,0.0
2021-06-08,0.5187984257146967,0.0281616115224507,0.8059614260666277,0.040112596762843,,,,,,,,,,,,,206557.0,15145.0,41893.0,0.0,48.0,3.0,0.0,0.0
2021-06-09,0.5187984257146967,0.0,0.7720631209818819,-0.0392422192151555,,,,,,,,,,,,,206557.0,32571.0,93601.0,0.0,49.0,2.0,0.0,0.0
2021-06-10,0.5360807657311757,0.0106520803785126,0.7966101694915254,0.0295774647887323,,,,,,,,,,,,,206557.0,51188.0,155981.0,0.0,46.0,5.0,0.0,0.0
2021-06-11,0.5691000267176358,0.0201371295588788,0.7895967270601987,-0.0082079343365253,,,,,,,,,,,,,206557.0,96393.0,376378.0,0.0,45.0,6.0,0.0,0.0
2021-06-12,0.5862728804787503,0.01026630428348,0.8480420806545879,0.0689655172413792,,,,,,,,,,,,,206557.0,45191.0,176572.0,0.0,38.0,13.0,0.0,0.0
2021-06-13,0.5862728804787503,0.0,0.9146697837521917,0.0735483870967741,,,,,,,,,,,,,206557.0,7816.0,25881.0,0.0,46.0,5.0,0.0,0.0
2021-06-14,0.6241450356577676,0.0224107201567429,0.8007013442431327,-0.1171875,,,,,,,,,,,,,206557.0,12605.0,47388.0,0.0,48.0,3.0,0.0,0.0
2021-06-15,0.6241450356577676,0.0,0.8223261250730567,0.0251872021783525,,,,,,,,,,,,,206557.0,15841.0,49206.0,0.0,50.0,1.0,1.0,0.0
2021-06-16,0.6554735654217743,0.0181321962994656,0.8158971361776738,-0.0073041168658698,,,,,,,,,,,,,206557.0,14852.0,56392.0,0.0,47.0,4.0,0.0,0.0
2021-06-17,0.6405271501624545,-0.008496562783234,0.7738164815897136,-0.0481605351170568,,,,,,,,,,,,,206557.0,26664.0,123381.0,0.0,45.0,6.0,0.0,0.0
2021-06-18,0.6706823927044039,0.0172891972243383,0.7510227936879018,-0.0274068868587491,,,,,,,,,,,,,206557.0,13841.0,45494.0,0.0,49.0,2.0,0.0,0.0
2021-06-19,0.6706823927044039,0.0,0.8264172998246638,0.0932080924855491,,,,,,,,,,,,,206557.0,27616.0,87146.0,0.0,47.0,4.0,0.0,0.0
2021-06-20,0.6995497237620674,0.0162694998691774,0.8644067796610169,0.0429610046265698,,,,,,,,,,,,,206557.0,28465.0,118894.0,0.0,49.0,2.0,0.0,0.0
2021-06-21,0.6913120974838713,-0.0045683646601505,0.7814143775569842,-0.0899873257287705,,,,,,,,,,,,,206557.0,9241.0,40603.0,0.0,49.0,2.0,0.0,0.0
2021-06-22,0.6913120974838713,0.0,0.7936879018118059,0.0146239554317548,,,,,,,,,,,,,206557.0,8544.0,25393.0,0.0,46.0,5.0,0.0,0.0
2021-06-23,0.6794958494246366,-0.0065830452294175,0.7884278199883109,-0.0061770761839395,,,,,,,,,,,,,206557.0,48725.0,183887.0,0.0,48.0,3.0,0.0,0.0
2021-06-24,0.6636884910514604,-0.0088649230658083,0.7784921098772647,-0.0117403314917127,,,,,,,,,,,,,206557.0,4428.0,9612.0,0.0,49.0,2.0,0.0,0.0
2021-06-25,0.6579378002230829,-0.0032538898304161,0.7755698421975452,-0.0034940600978337,,,,,,,,,,,,,206557.0,13648.0,27698.0,0.0,39.0,12.0,0.0,0.0
2021-06-26,0.6579378002230829,0.0,0.8188194038573933,0.0518934081346422,,,,,,,,,,,,,206557.0,51428.0,169760.0,0.0,47.0,4.0,0.0,0.0
2021-06-27,0.6497845306757695,-0.004628391379049,0.8562244301578024,0.0426666666666666,,,,,,,,,,,,,206557.0,8690.0,30710.0,0.0,47.0,4.0,0.0,0.0
2021-06-28,0.6356482856806551,-0.0080620797509334,0.7732320280537697,-0.0907928388746802,,,,,,,,,,,,,206557.0,17472.0,54366.0,0.0,46.0,5.0,0.0,0.0
2021-06-29,0.6268091856352538,-0.0050820224954764,0.7381648158971361,-0.0421940928270042,,,,,,,,,,,,,206557.0,7111.0,18103.0,0.0,46.0,5.0,0.0,0.0
2021-06-30,0.6177649856976573,-0.0052265054774818,0.7761542957334892,0.0477239353891336,,,,,,,,,,,,,206557.0,6984.0,19583.0,0.0,43.0,8.0,0.0,0.0
2021-07-01,0.6089637200664391,-0.0051128397244801,0.7720631209818819,-0.004905395935529,,,,,,,,,,,,,206557.0,15661.0,57140.0,0.0,44.0,7.0,0.0,0.0
2021-07-02,0.5981645171114314,-0.0063057235566931,0.776738749269433,0.0056338028169014,,,,,,,,,,,,,206557.0,17225.0,76001.0,0.0,44.0,7.0,0.0,0.0
2021-07-03,0.5981645171114314,0.0,0.831092928112215,0.065126050420168,,,,,,,,,,,,,206557.0,10161.0,25347.0,0.0,50.0,1.0,0.0,0.0
2021-07-04,0.5880152253156139,-0.0059638426241819,0.8755113968439509,0.0499671268902037,,,,,,,,,,,,,206557.0,3087.0,6456.0,0.0,49.0,2.0,0.0,0.0
2021-07-05,0.566508883146777,-0.0127131978323966,0.7855055523085914,-0.0964308077645585,,,,,,,,,,,,,206557.0,6050.0,4865.0,0.0,51.0,0.0,0.0,0.0
2021-07-06,0.566508883146777,0.0,0.7831677381648159,-0.0027720027720027,,,,,,,,,,,,,206557.0,15322.0,44642.0,0.0,50.0,1.0,0.0,0.0
2021-07-07,0.5555819306574594,-0.0065425037046574,0.8077147866744593,0.0291869353717859,,,,,,,,,,,,,206557.0,38768.0,123871.0,0.0,47.0,4.0,0.0,0.0
2021-07-08,0.5555819306574594,0.0,0.8059614260666277,-0.0020256583389601,,,,,,,,,,,,,206557.0,8918.0,32035.0,0.0,45.0,6.0,0.0,0.0
2021-07-09,0.5428853551857438,-0.0076521280681268,0.8427819988310928,0.0426251691474965,,,,,,,,,,,,,206557.0,28752.0,132923.0,0.0,43.0,8.0,1.0,0.0
2021-07-10,0.5428853551857438,0.0,0.8696668614845119,0.0298507462686568,,,,,,,,,,,,,206557.0,60322.0,194037.0,0.0,49.0,2.0,0.0,0.0
2021-07-11,0.5364365493519572,-0.0039166159630149,0.9310344827586207,0.0661625708884687,,,,,,,,,,,,,206557.0,19367.0,95614.0,0.0,44.0,7.0,0.0,0.0
2021-07-12,0.5558175316267677,0.0118171235839203,0.8299240210403273,-0.1022458628841607,,,,,,,,,,,,,206557.0,16797.0,44036.0,0.0,45.0,6.0,0.0,0.0
2021-07-13,0.5603685912706198,0.0027424991098432,0.8486265341905318,0.0210664911125739,,,,,,,,,,,,,206557.0,47079.0,139334.0,0.0,46.0,5.0,0.0,0.0
2021-07-14,0.5653892180327227,0.0030171887717584,0.8217416715371128,-0.0296582849774339,,,,,,,,,,,,,206557.0,13665.0,50452.0,0.0,49.0,2.0,0.0,0.0
2021-07-15,0.5703281971948351,0.002959193499922,0.8497954412624196,0.0318936877076412,,,,,,,,,,,,,206557.0,22846.0,99243.0,0.0,47.0,4.0,0.0,0.0
2021-07-16,0.5703281971948351,0.0,0.8287551139684395,-0.0231809401159046,,,,,,,,,,,,,206557.0,22118.0,75608.0,0.0,45.0,6.0,0.0,0.0
2021-07-17,0.5775999716008349,0.0043440348835359,0.934541203974284,0.119314436387607,,,,,,,,,,,,,206557.0,67992.0,237165.0,0.0,47.0,4.0,0.0,0.0
2021-07-18,0.5830030529102606,0.0032137486375427,1.0,0.0659599528857479,,,,,,,,,,,,,206557.0,24209.0,86979.0,0.0,13.0,2.0,0.0,0.0
2021-07-19,0.5830030529102606,0.0,0.880187025131502,-0.1132596685082872,,,,,,,,,,,,,206557.0,12066.0,48099.0,0.0,43.0,8.0,0.0,0.0
2021-07-20,0.5940722814805681,0.0065628772642918,0.8684979544126241,-0.0124610591900311,,,,,,,,,,,,,206557.0,7361.0,19624.0,0.0,45.0,6.0,0.0,0.0
2021-07-21,0.5979298036160359,0.0022721889557903,0.8328462887200467,-0.0384858044164038,,,,,,,,,,,,,206557.0,36374.0,113632.0,0.0,47.0,4.0,0.0,0.0
2021-07-22,0.5979298036160359,0.0,0.8345996493278783,0.0019685039370078,,,,,,,,,,,,,206557.0,10340.0,41226.0,0.0,46.0,5.0,0.0,0.0
2021-07-23,0.6040185752960894,0.0035783270130542,0.8118059614260665,-0.0255402750491159,,,,,,,,,,,,,206557.0,13456.0,40644.0,0.0,47.0,4.0,1.0,0.0
2021-07-24,0.6040185752960894,0.0,0.8667445938047925,0.0631720430107527,,,,,,,,,,,,,206557.0,62794.0,215572.0,0.0,46.0,5.0,0.0,0.0
2021-07-25,0.6040185752960894,0.0,0.9701928696668614,0.1118836915297092,,,,,,,,,,,,,206557.0,27019.0,103591.0,0.0,50.0,1.0,0.0,0.0
2021-07-26,0.608204602906804,0.0024513264581274,0.8457042665108123,-0.1210915292779988,,,,,,,,,,,,,206557.0,10238.0,40028.0,0.0,47.0,4.0,0.0,0.0
2021-07-27,0.608204602906804,0.0,0.842197545295149,-0.0038809831824062,,,,,,,,,,,,,206557.0,7389.0,40470.0,0.0,43.0,8.0,0.0,0.0
2021-07-28,0.6050898964364653,-0.0018195034959881,0.8293395675043833,-0.0142857142857142,,,,,,,,,,,,,206557.0,,,,,,0.0,0.0
2021-07-29,0.6053674889346017,0.000162455498319,0.8170660432495616,-0.0138339920948616,,,,,,,,,,,,,206557.0,14931.0,66118.0,0.0,48.0,3.0,0.0,0.0
2021-07-30,0.6063623471910049,0.0005821264733787,0.7831677381648159,-0.0387441549766198,,,,,,,,,,,,,206557.0,10073.0,38976.0,0.0,48.0,3.0,0.0,0.0
2021-07-31,0.6064676296225715,6.15686041418595e-05,0.8573933372296901,0.0882557331480193,,,,,,,,,,,,,206557.0,26118.0,74597.0,0.0,51.0,0.0,0.0,0.0
2021-08-01,0.6068463007284759,0.00022143120875,0.9216832261835184,0.070242656449553,,,,,,,,,,,,,206557.0,7179.0,24161.0,0.0,44.0,7.0,0.0,0.0
2021-08-02,0.6068463007284759,0.0,0.8351841028638223,-0.0883054892601431,,,,,,,,,,,,,206557.0,9853.0,24739.0,0.0,49.0,2.0,0.0,0.0
2021-08-03,0.6040122228512388,-0.0016568846979468,0.8071303331385155,-0.031413612565445,,,,,,,,,,,,,206557.0,,,,,,0.0,0.0
2021-08-04,0.6025384556459223,-0.0008630373037699,0.7895967270601987,-0.0202702702702702,,,,,,,,,,,,,206557.0,39737.0,139319.0,0.0,49.0,2.0,0.0,0.0
2021-08-05,0.6025384556459223,0.0,0.8112215078901227,0.0255172413793103,,,,,,,,,,,,,206557.0,15402.0,34970.0,0.0,43.0,8.0,0.0,0.0
2021-08-06,0.602386884443423,-8.883668619508178e-05,0.7837521917007597,-0.0316072629455279,,,,,,,,,,,,,206557.0,,,,,,0.0,0.0
2021-08-07,0.602386884443423,0.0,0.8480420806545879,0.0763888888888888,,,,,,,,,,,,,206557.0,36766.0,100443.0,0.0,48.0,3.0,0.0,0.0
2021-08-08,0.5860818867508553,-0.0095572947189879,0.8936294564582116,0.0503225806451612,,,,,,,,,,,,,206557.0,,,,,,0.0,0.0
2021-08-09,0.5710994120251782,-0.0088668310399596,0.776738749269433,-0.1228501228501228,,,,,,,,,,,,,206557.0,451.0,122.0,0.0,8.0,0.0,0.0,0.0
2021-08-10,0.5710994120251782,0.0,0.7580362361192284,-0.0224089635854342,,,,,,,,,,,,,206557.0,26213.0,70314.0,0.0,47.0,4.0,0.0,0.0
2021-08-11,0.5481911413288194,-0.0136787110369958,0.7796610169491525,0.0265042979942693,,,,,,,,,,,,,206557.0,24168.0,88002.0,0.0,47.0,4.0,0.0,0.0
2021-08-12,0.5481911413288194,0.0,0.7434248977206311,-0.0432658757850662,,,,,,,,,,,,,206557.0,27490.0,76755.0,0.0,50.0,1.0,0.0,0.0
2021-08-13,0.525550140407715,-0.0137066108934645,0.6978375219170075,-0.0568927789934354,,,,,,,,,,,,,206557.0,19191.0,29578.0,0.0,44.0,7.0,0.0,0.0
2021-08-14,0.5144608736106362,-0.0068066147711662,0.771478667445938,0.0974477958236659,,,,,,,,,,,,,206557.0,745.0,1174.0,0.0,13.0,1.0,0.0,0.0
2021-08-15,0.5007169387941939,-0.0084938699629774,0.8077147866744593,0.0436927413671599,,,,,,,,,,,,,206557.0,12465.0,49730.0,0.0,45.0,6.0,0.0,0.0
2021-08-16,0.5007169387941939,0.0,0.7410870835768556,-0.0769750168804861,,,,,,,,,,,,,206557.0,22681.0,39537.0,0.0,45.0,6.0,0.0,0.0
2021-08-17,0.4858870161632354,-0.0092435331442072,0.7159555815312683,-0.0314557425018288,,,,,,,,,,,,,206557.0,14837.0,68279.0,0.0,47.0,4.0,0.0,0.0
2021-08-18,0.4742610611945959,-0.0073140990638285,0.6662770309760374,-0.0641993957703928,,,,,,,,,,,,,206557.0,8207.0,4165.0,0.0,17.0,0.0,0.0,0.0
2021-08-19,0.4634676968837521,-0.0068403320513557,0.6504967855055522,-0.0217917675544794,,,,,,,,,,,,,206557.0,5106.0,13437.0,0.0,48.0,3.0,0.0,0.0
2021-08-20,0.45203731314003215,-0.0072939382852476,0.6434833430742256,-0.0099009900990099,,,,,,,,,,,,,206557.0,16620.0,36208.0,0.0,47.0,4.0,0.0,0.0
2021-08-21,0.45203731314003215,0.0,0.700759789596727,0.0816666666666667,,,,,,,,,,,,,206557.0,,,,,,0.0,0.0
2021-08-22,0.4292257303910303,-0.0146634451474257,0.7077732320280538,0.0092449922958397,,,,,,,,,,,,,206557.0,41929.0,144622.0,0.0,49.0,2.0,0.0,0.0
2021-08-23,0.4292257303910303,0.0,0.5967270601987141,-0.1450381679389313,,,,,,,,,,,,,206557.0,,,,,,0.0,0.0
2021-08-24,0.39400273155128573,-0.0229785348162776,0.5587375803623612,-0.0580357142857143,,,,,,,,,,,,,206557.0,,,,,,0.0,0.0
2021-08-25,0.39400273155128573,0.0,0.5511396843950905,-0.0123222748815166,,,,,,,,,,,,,206557.0,12157.0,22487.0,0.0,46.0,5.0,0.0,0.0
2021-08-26,0.3772909905516726,-0.0111586998455298,0.510812390414962,-0.066218809980806,,,,,,,,,,,,,206557.0,14849.0,83536.0,0.0,41.0,10.0,0.0,0.0
2021-08-27,0.36861672710831117,-0.0058573059616006,0.49912331969608414,-0.0205549845837615,,,,,,,,,,,,,206557.0,17660.0,52493.0,0.0,43.0,8.0,0.0,0.0
2021-08-28,0.36861672710831117,0.0,0.5359438924605493,0.0661070304302202,,,,,,,,,,,,,206557.0,40188.0,130460.0,0.0,47.0,4.0,0.0,0.0
2021-08-29,,,,,,,,,,,,,,,,,,18665.0,68305.0,0.0,46.0,5.0,0.0,0.0
